date,macro_regime,favourable_feature_count,favourable_features,blocking_features,target_btc_weight,target_eth_weight,target_cash_weight,target_exposure,allocation,reason
2021-04-16,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-04-23,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-04-30,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-05-07,risk_off,2,"dow_vol_level, vix_change_5d","equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-05-14,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-05-21,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-05-28,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-06-04,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-06-11,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-06-18,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2021-06-25,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-07-02,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-07-09,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-07-16,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-07-23,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-07-30,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-08-06,risk_off,2,"equity_momentum_21d, vix_change_5d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-08-13,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-08-20,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-08-27,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2021-09-03,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-09-10,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-09-17,risk_off,1,vix_change_5d,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-09-24,risk_off,2,"dow_vol_level, vix_change_5d","equity_realized_vol_21d, equity_momentum_21d, vix_level, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-10-01,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-10-08,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-10-15,neutral,3,"equity_realized_vol_21d, vix_change_5d, vix_change_21d","equity_momentum_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-10-22,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-10-29,risk_off,2,"equity_momentum_21d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2021-11-05,neutral,3,"equity_momentum_21d, vix_change_5d, vix_change_21d","equity_realized_vol_21d, dow_vol_level, vix_level",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-11-12,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-11-19,risk_off,1,equity_momentum_21d,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 1/6 macro features were favourable
2021-11-26,risk_off,0,,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 0/6 macro features were favourable
2021-12-03,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-12-10,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-12-17,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2021-12-24,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2021-12-31,risk_on,4,"equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d","dow_vol_level, vix_level",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-01-07,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-01-14,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2022-01-21,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2022-01-28,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2022-02-04,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-02-11,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-02-18,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_21d","equity_momentum_21d, vix_change_5d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-02-25,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2022-03-04,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
2022-03-11,risk_on,4,"equity_realized_vol_21d, dow_vol_level, vix_level, vix_change_5d","equity_momentum_21d, vix_change_21d",0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 4/6 macro features were favourable
2022-03-18,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2022-03-25,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2022-04-01,risk_on,6,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_5d, vix_change_21d",,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 6/6 macro features were favourable
2022-04-08,risk_on,5,"equity_realized_vol_21d, equity_momentum_21d, dow_vol_level, vix_level, vix_change_21d",vix_change_5d,0.5,0.5,0.0,1.0,BTC/ETH,BTC/ETH because macro regime is risk_on; 5/6 macro features were favourable
2022-04-15,risk_off,2,"dow_vol_level, vix_level","equity_realized_vol_21d, equity_momentum_21d, vix_change_5d, vix_change_21d",0.0,0.0,1.0,0.0,cash,cash because macro regime is risk_off; only 2/6 macro features were favourable
2022-04-22,neutral,3,"equity_realized_vol_21d, dow_vol_level, vix_level","equity_momentum_21d, vix_change_5d, vix_change_21d",0.25,0.25,0.5,0.5,BTC/ETH,BTC/ETH because macro regime is neutral; 3/6 macro features were favourable
